id,name
14208,Зимновідська
14234,Шухевича В.
14236,Урожай
14243,Залізничник
14252,Щирецька-Скнилівська
14255,Персенківка
14257,Іподромна
14258,Хуторівка
14259,Довженка О.
14260,Чукаріна В.
14261,Хоткевича Г.
14263,Зубрівська
14264,Манастирського А.
14265,Рахівська
14266,Рядова
14267,Енергетична
14268,Гостинна
14269,Бережанська
14270,Колійна
14271,Рожева
14273,Межова
14274,Литовська
14276,Курильська
14277,Чмоли І.
14279,Шахтарська
14281,Довга
14282,Соняшникова
14283,Райдужна
14284,Мишуги О.
14285,Ярославенка Я.
14286,Тиверська
14287,Запорізька
14289,Тернопільська
14291,Пимоненка М.
14292,Героїв Крут
14293,Угорська
14294,Віденська
14295,Танячкевича Д.
14296,Світанкова
14298,Ромашкова
14299,Сусідня
14300,Пирогівка
14301,Рівнинна
14302,Вітрякова
14303,Росиста
14304,Листопадна
14306,Сумська
14308,Садибна
14310,Сихівська
14313,Розбіжна
14314,Простора
14315,Коломийська
14316,Майданна
14317,Розвилиста
14318,Слобідська
14319,Надійна
14323,Дністерська
14324,Білоцерківська
14325,Дунайська
14326,Раковського І.
14327,Орлина
14328,Свидницького А.
14329,Меблярська
14330,Навроцького В.
14332,Радість
14333,Січинського Д.
14335,Вигін
14336,Трильовського К.
14338,Кавалерідзе І.
14341,Драгана М.
14342,Морозна
14343,Колісна
14344,Лірницька
14345,Освицька
14346,Вулецька
14347,Колодязна
14348,Перелітна
14351,Скорини Ф.
14352,Максимовича М.
14353,Гашека Я.
14354,Боднарська
14355,Демнянська
14356,Хортицька
14358,Бузкова
14363,"Пимоненка СК ""Зелена Балка"""
14367,Мікльоша К.
14368,Хімік СК
14371,Хлібна
14373,"КСТ ""Світанок"""
14376,Нафтовик
14439,Авіаційна
22125,Осмомисла Я. князя
22126,Апостола Д.
22127,Хмельницького Б.-Грінченка
22130,Городоцька-Ряшівська
22131,Пасічна-Медової Печери
22133,Наукова-Стрийська
22134,Брюховицька
22158,Козельницька
22159,Розточчя-Загірна
22167,Геологічна
22168,Личаківська-Глинянський Тракт
22174,Зелена-Кримська
22175,Пластова
22177,Грінченка-Чигиринська
22179,Володимира Великого-Тролейбусна
22184,Варшавська-Чорновола
22185,Городоцька-Величка
22188,Туган-Барановського-Тершаковців
22189,Патона-Ряшівська
22191,Наукова-Підстригача
22193,Сяйво-шляхопровід
22194,Зелена-Вулецька
22195,Любінська-Петлюри
22196,Хмельницького Б.-Поліська
22197,Шевченка - Порічкова
22198,Шевченка - Величковського
22199,Пасічна-Пирогівка
22200,Князя Романа-Галицька (площа)
22201,Зелена-Липова Алея
22202,Виговського-Патона
22203,Варшавська-Тунельна
22204,Городоцька-Кропивницького
22205,Зелена-Дністерська
22206,Героїв УПА-Кульпарківська
22207,Антоновича-Залізняка
22208,Листопадового Чину-Лепкого Б.
22209,Куліша-Зернова
22210,Свободи-Дорошенка
22211,Наукова-Симоненка
22212,Святого Юра-Шептицьких
22213,Личаківська-Чернігівська
22214,Коперніка-Словацького
22215,Кульпарківська-Перфецького
22216,Гнатюка-Свободи
22217,Липинського-Бетховена
22218,Городоцька-Корсунська
22219,Стрийська-Сахарова
22220,Коперніка-Вітовського
22221,Левицького К.-Тершаківців
22222,Замарстинівська-Липинського
22223,Чернівецька-вокзал
22224,Беринди-Театральна
22225,Кульпарківська-Окружна
22227,Кульпарківська-Щирецька
22228,Кульпарківська-лікарня
22229,Зелена-Навроцького
22230,Володимира Великого-Бойчука
22232,Двірцева
22233,Шевченка-Я.Мудрого-Пстрака
22234,Богданівська-Старознесенська
22235,Б.Хмельницького-Механічна
22236,Б.Хмельницького-Опришківська
22237,Хмельницького Б.-Кукурудзяна
22238,Шевченка-Левандівська
22239,Липинського-Промислова
22240,Любінська-Окружна
22241,Коновальця-Київська
22242,Мазепи-Миколайчука
22243,Стрийська - В. Великого
22244,Вернадського-Червоної Калини
22245,Стрийська-Автовокзал
22246,Героїв УПА-Смаль-Стоцького
22247,Личаківська-Мучна
22248,Стрийська-Чмоли
22249,Стрийська-Франка І.
22250,"Виговського-""Південний"""
22251,Володимира Великого-Симоненка
22252,Левицького К.- Студентська
22253,Князя Романа-Франка І.
22254,Городоцька-Лепкого
22255,Князя Романа-Шухевича
22256,Володимира Великого-Сокіл
22257,Левандівська-Сяйво
22258,Бандери С.-Федьковича
22259,Городоцька-Гоголя
22260,Зелена-Дороша
22261,Кульпарківська-Трускавецька
22262,Антоновича-Мельника
22263,Зелена-Петрушевича
22264,Стрийська-Проектована №7
22265,Бандери С.-Антоновича
22266,Пекарська-Тершаківців
22267,Личаківська-Голинського
22268,Наукова-Тролейбусна
22269,700 річчя Львова
22271,Городоцька-Збиральна
22272,Липинського-Стеблиста
22273,Зелена-Керченська
22274,Підкови І.
22275,Любінська-Виговського
22276,Володимира Великого-Княгині Ольги
22310,Стрийська - Наукова 
22388,Пасічна-Пимоненка
22392,Річицька
22397,Менцинського-Григоренка
22401,Урочище Голоском
22402,Кульпарківська-Наукова
22405,Сяйво-Широка
22406,Личаківська-Чехова
22409,Антонича-Трильовського
22410,Володимира Великого-Стрийська
22412,Стрийська-Хуторівка
22413,Луганська
22416,Пасічна-Ярошинська
22418,Зелена-Івасюка
22421,Над Джерелом
22423,Роксоляни
22428,Пимоненка-Хлібна
22429,Курмановича генерала
22430,Шведська
22431,Замарстинівська-Мазепи
22432,Стрийська-Луганська
22433,Коновальця-Житомирська
22434,Зелена-Зубрівська
22435,Петрушевича Є.
22436,Півколо
22437,Шімзерів
22439,Городоцька-Виговського
22440,Бойчука-Айвазовського
22441,Сулими-Кондукторська
22442,Трускавецька-Підстригача
22443,Стрийський парк
22444,Грунтова
22446,Суботівська-Повітряна
22468,Чернівецька
22494,Хмельницького Б.-Липинського
22507,Марка Вовчка
22508,Валова-Галицька
22509,Хуторівка-Ч. Калини
22511,Словацького-Університетська
22513,Пасіки-Зубрицькі
22514,Кульпарківська-Сокільники
22515,В.Великого-Симоненка
22516,Сихівська-Ковалерідзе
22517,Виговського- 7-й Скнилівський провулок
22518,Городоцька-Леонтовича
22519,Замарстинівська 183-навпроти вул.Мазепи
22520,Петрушевича-Руставелі Ш.
22521,Сахарова-Гобачевського
22522,Чупринки Ген. - Ст. Бандери
22523,Зелена-Тарнавського
22524,Личаківська-Пасічна
22594,Університетська
22595,Мележа І.
22596,Зубрівська-Манастирського
22597,Поліська
22599,Пасічна-Вашингтона
22600,Широка-Низинна
22601,Гайдучка С.
22602,Черемшини-Банаха
22603,Судова
22604,Бібліотечна
22606,Куліша-Шпитальна
22607,Вернадського-Драгана
22608,Мирного П.-Тернопільська
22610,Кульпарківська-Антоновича
22611,Словацького--Крушельницької
22612,Моршинська - Чупринки
22614,Щурата-Леннона Дж.
22615,Митна
22616,Кринична
22617,Осмомисла-скверик
22618,Високий Замок
22620,Зелена-Сихів
22621,Чернеча Гора
22622,Пасічна-Китайська
22623,Коломийська-Червоної калини
22624,Водна-Базарна
22625,Ялинкова
22626,Фізкультурна
22627,Чернецького
22628,Личаківська-Яловець
22630,Замарстинівська-Голоско
22632,Вугільна
22633,Професорська
22635,Панаса В. сотника
22638,Литвиненка-Героїв Крут
22640,Наукова - Пулюя
22642,Мазепи-Орлика
22643,Бандери С. - Карпінського
22644,Франка-Саксаганського
22647,Городоцька-Шевченка
22648,Зелена-Студентська
22649,Куліша-Цехова
22651,Франка-Герцена
22653,Опришківська-Кордуби
22656,Городоцька-Фабрична
22658,Повітряна-Озерна
22659,Хуторівка-Хоткевича
22660,Володимира Великого-Янева
22661,Бойчука-Боткіна
22662,Університетська - Січ.Стрільців
22663,Чорновола - Різні
22664,Чупринки-Київська
22665,Замарстинівська-Гайдамацька
22666,Пасічна-Лисинецька
22667,Клепарів
22668,Володимира Великого-Наукова
22671,Пасічна-Таджицька
22673,Богданівська-Визвольна
22675,Гвардійська-Комаринця
22676,Мечнікова-Шимзерів
22677,Стрийська-Максимовича
22679,Пасічна (біля АЗС)
22681,Сахарова-Княгині Ольги
22682,Опришківська
22684,Краківська - Вірменська
22685,Хуторівка-Чукаріна
22689,"""Промінь Голоско"" СТ ОК"
22690,Виговського-Кульпарківська
22692,Волоська - Ш. Руставелі
22699,Галицьке перехрестя
22700,Бр.Рогатинців - Староєврейська
22714,Героїв УПА-пл.Липнева
22715,Міхновських-Степанівни
22716,Кульпарківська-Героїв УПА
22717,Антоновича-Опільського
22718,Ч.Калини - О.Довженка
22719,Пекарська-пл.Соборна
22720,Ксаверу Моцарту
22721,Мирного П.-Буйка
22723,пл.Петрушевича-вул.Ш.Руставелі
22724,Крушельницької-Каменярів
22725,Ковча-Винниця
22726,Промислова-Волинська
22727,Варшавська-Панча
22731,Збойська
22732,Кривчиці
22733,Тіверська
22760,Заповітна
22763,Фізична
22764,Бережанська - Хуторівка
22769,Чупринки
22770,Новоповітряна
22771,Сушка Р. - Скачівського
22793,Аеропорт ЦА
22795,Захисна
22796,Привокзальна
22797,Парк культури імені Б. Хмельницького
22798,Броварна
22802,Степова
23722,Бой-Желенського Т.
23724,Устияновича М.
23725,Гоголя М.
23726,Яцкова М.
23728,Масарика Т.
23729,Маршалківка
23731,Чесанівська
23734,Гамалії М.
23737,Острозького К.
23738,Саковича К.
23740,Малицької К.
25049,Локомотивець-1 садовий кооператив урочище Клепарів
25058,Галицької Армії
25439,Володимира Великого
25441,Слов'янська
25442,Нечуя-Левицького І.
25444,Здоров'я
25447,Котляревського І.
25452,Кобринської Н.
25453,Емінеску М.
25454,Кобилиці Л.
25455,Поліщука В.
25457,Маковея О.
25460,Ковалева С.
25461,Братів Тимошенків
25463,Карпинця І.
25464,Лукаша М.
25465,Кокорудза І.
25466,Грюнвальдська
25467,Багряного І.
25470,Сар'яна М.
25471,Копача І.
25472,Ожешко Е.
25473,Ботєва Х.
25474,Зв'язкова
25475,Копистинського Т.
25477,Коперника М.
25478,Лукіяновича Д.
25482,Проїзд Крива Липа
25484,Крушельницької С.
25490,Дрогобича Ю.
25493,Огієнка І.
25495,Лижв'ярська
25496,Кубійовича В.
25498,Лемика М.
25499,Костомарова М.
25500,Коцюбинського М.
25502,Кобилянської О.
25506,Ковжуна П.
25509,Братів Рогатинців
25512,Липова Алея
25513,Лисенка М.
25520,Князя Мстислава Удатного
25522,Шолом-Алейхема
25523,Ляйнберга С.
25526,Гавришкевича С.
25531,Корнякта К.
25533,Долинського Л.
25534,Чучмана Ю.
25535,Липинського В.
25536,Назарука О.
25537,Полтв'яна
25538,Єрошенка В.
25539,Ждахи М.
25540,Коверка А.
25542,Плужника Є.
25557,Солов'їна
25562,Торф'яна
25563,Мурашка О.
25577,Леонтовича М.
25579,Кушевича С.
25582,Плетенецького Є.
25584,Біляшівського М.
25585,Тена Б.
25586,Тучапського П.
25588,Кошиця О.
25589,Купчинського Р.
25590,Чикаленка Є.
25592,Лучкая М.
25593,Кам'янка
25594,Ярославська
25595,Хасевича Н.
25597,Трясила Т.
25598,Бажана М.
25600,Тростинна
25601,Моха Р.
25602,Лушпинського О.
25603,Пикулицька
25604,Вересая Остапа
25605,Бічна Прилбицька
25606,Коріятовича Ф.
25607,Лукасевича І.
25609,Любачівська
25610,Яновського Ю.
25612,Павлокомська
25617,Стельмаха М.
25622,о. Омеляна Ковча
25624,Кооператив СК
25629,Корольова С.
25630,Ольжича О.
25631,Конопницької М.
25636,Бодянського О.
25639,Донцова Д.
25640,Павлова І. академіка
25647,Метлинського А.
25648,Лодія П.
25655,Лотоцького А.
25665,Дружба - 3
25683,Круп'ярська
25684,Вагилевича І.
25686,Вільде І.
25687,Галілея Г.
25688,Над'ярна
25690,Сушкевича К.
25691,Подолинського С.
25692,Качали С.
25695,Духновича О.
25697,Вишенського І.
25706,Іванова гора
25707,Петрусенко О.
25713,Коциловського Й.
25745,Бринського М.
25748,Кльоновича С.
25749,Родини Крушельницьких
25750,Олеся О.
25751,Вахнянина А.
25752,Кармалюка У.
25773,Різьбярська
25792,Білогорська третя
25793,Лаврівського І.
25794,Іванюти М.
25796,Білогорська четверта
25797,Братів Міхновських
25798,Кульчицької О.
25799,Білогорська друга
25800,Агабек Заде
25801,Ластів'яча
25802,Караджича В.
25809,Квітки-Основ’яненка
25810,Полтави П.
25811,Луцького О.
25812,Білогорська перша
25814,Євського С.
25815,Калнишевського П.
25817,Білогорська восьма
25818,Білогорська п'ята
25819,Білогорська шоста
25820,Білогорська сьома
25840,Косинського К.
25850,Солом'янка
25851,Геца Л.
25852,Сушка Р.
25853,Кузневича Г.
25854,Братів Климових
25857,П'ясецького А.
25858,Ірчана М.
25859,Лукича І.
25865,Колодзінського М.
25867,Мирного Панаса
25870,Литвиненка С.
25871,Козловського О.
25872,Кам'янецька
25873,Подільська
25874,Вернадського В.
25875,Полуботка П.
25876,Бічна Радість
25878,Карманського П.
26182,Кондратюка Ю.
31815,Лазаренка Є. акад.
31816,Сахарова А. акад.
31817,Чупринки Т. ген.
31818,Єфремова С. акад.
31819,Медведецького Ю. проф.
31820,Яреми Я. проф.
31821,Рудницького С. акад.
31824,Кропивницького М. пл.
31825,Підстригача Я. акад.
31828,Колесси Ф. акад.
31829,Свободи. просп.
31830,Міцкевича А. пл.
31831,Ринок. пл.
31832,Князя Ярослава Осмомисла. пл.
31833,Гнатюка В. акад.
31834,Коліївщини. пл.
31835,Григоренка П. ген. пл.
31836,Тарнавського М. ген.
31837,Вишиваного В. пл.
31838,Поповича О.
31839,Данила Галицького. пл.
31840,Маланюка Є. пл.
31842,Катедральна. пл.
31844,Різні. пл.
31845,Люльки А. акад.
31846,Святого Теодора. пл.
31847,Старий Ринок. пл.
31848,Звенигородська. пл.
31849,Шашкевича М. пл.
31850,Святого Юра. пл.
31851,Ангеловича А. митр.
31852,Мазепи І. гетьм.
31853,Возняка М. акад.
31855,Музейна. пл.
31856,Топольний пров. 4-й
31857,Топольний пров. 5-й
31858,Топольний пров. 3-й
31859,Топольний пров. 2-й
31860,Топольний пров. 1-й
31861,Топольний пров. 6-й
31862,Заозерний пров. 2-й
31863,Заозерний пров. 5-й
31864,Заозерний пров. 6-й
31865,Заозерний пров. 3-й
31866,Заозерний пров. 1-й
31867,Кучера Р. акад.
31868,Грекова О. ген.
31869,Ковалика. проф.
31871,Микитки О. ген.
31872,Віри. Надії. Любові
31875,Кравчука М. акад.
31876,Героїв Маріуполя
31877,Липківського В. митр.
31878,Чарнецького М. єписк.
31879,Кравса А. ген.
31881,Крип'якевича І. акад.
31882,Богомольця О. акад.
31883,Грицая Д. ген.
31884,Скнилівський пров. 1-й
31885,Скнилівський пров. 2-й
31886,Скнилівський пров. 3-й
31887,Князя Святослава. пл.
31888,Юнаківа М. ген.
31889,Скнилівський пров. 10-й
31890,Скнилівський пров. 4-й
31891,Скнилівський пров. 5-й
31892,Скнилівський пров. 7-й
31893,Скнилівський пров. 6-й
31894,Скнилівський пров. 9-й
31895,Скнилівський пров. 8-й
31896,Болбочана П. полк.
32006,пл.Ринок. 21-вул. Галицька. 1
32007,Дж. Вашингтона. 3 - в. Зелена
32008,Підвальна.3-Валова.31
32010,Б.Хмельницького.11-вул.Підмурна
34717,Личаківська-б.Котика
34784,Ск дружба-люкС
35407,Ок “двіженець”
35408,Ст Комунальник
35940,Бандери С.-Героїв УПА
35964,Антонича Б.- І.
36010,Володимира Великого-маг.Кооператор
36041,СК Самоцвіти
36045,СК Львівський залізничник-Південний
36050,Чорновола В.
36071,Кос-анатольського А.
36072,Антоненка-давидовича Б.
36106,Звіринського Карла
36112,Червоної Калини
36127,"СГТ ""Червона калина"", вул.Бічна Лукасевича"
36131,Юрія Руфа
36168,Красівська
36308,(Дачі)
36360,Шумлянських
36364,Софії Яблонської
36366,Михайла Гориня
37179,Стрийське шоссе
38216,Скорика Мирослава
38237,"Аличева КСТ ""Пенсіонер"""
38278,А/С
38289,Соборна
38353,Генерала Алмазова О
38354,Стадників
38392,Дорогичинська
38393,Сотника Панаса бічн.
38396,Не визначена
38432,"СГК ""Зірка"""
38492,"Пимоненка-Пасічна СТ ""Геолог"""
38499,Майдан Святого Папи Івана Павла ІІ Папи Римського
38507,"""Будівельник-1"""
38536,Дубровицька
38556,Котка Д.
38576,Ірини Калинець
38577,Патріарха Любомира Гузара
38589,Чорнобаївська
38590,Гостомельська
38591,Херсонська
38600,Лисика Євгена
38608,Стрийська-Гашека
38674,Дашка Ігора
38675,Патріарха Димитрія Яреми
38726,Томашівська
38727,"""Веселка-плюс"""
38735,Василя Кука
38736,Академіка Ярослава Ісаєвича
38737,Стефанії Шабатури
38738,Софії Караффи-Корбут
38739,Павла Сбитова
38740,Івана Вакарчука
38741,Кавова
38742,Євгена Гладишевського
38743,Ігоря Білозіра
38744,Тараса Бобанича “Хаммера“
38745,Левка Лук’яненка
38746,Союзу Українок
38747,Академіка Катерини Ющенко
38748,Владислава Веливока
38749,Еммануїла Миська
38756,Шевченка Т. (проспект)
38781,Стуса
38782,С.Бандери
38825,Ринок площа
38856,Польова Ромашка С.К. урочище Збоїще
38888,Рясне
38981,Стрийська-Мікльоша
38982,Шевченка-Єрошенка
38983,Червоної Калини-Угорська
38984,Коперника-Банківська
38985,Чорновола-Детька
38986,Суха-Городоцька
38987,Лінкольна-Льняна
38988,Кульпарківська-Поліщука
38989,Донецька-Жовківська
38990,Шептицьких-Кропивницького
38991,Замарстинівська-Лінкольна
38992,Лисенка-Бобанича
38993,Замарстинівська-Гонти
38994,Пасічна-Зелена
38995,Крип'якевича-Ніжинська
38996,Кузнярівка-Машиністів
38997,Рудницького-Коновальця
38998,Чупринки-Мельника
38999,Кошова-Козацька
39000,Замарстинівська-Сріблиста
39023,Лушпинського
39042,"Збоїща С-ГК ""Енергетик"""
39236,П.Панча
39321,Любомира Романківа
39322,Берестейської унії
39323,Генерала Миколи Арсенича
39324,Анатолія Лупиноса
39325,Дарії Гусяк
39326,Петра Франка
39329,Надії Мудрої
39330,Ігоря Юхновського академіка
39500,Бурденка
39501,Тіниста
39545,пл. Маланюка Є. - Скорика М.
39599,"Замарстинів СТ ""Комунальник-Замарстинів"""
39619,Ягідка СК
39630,Богдана Гаврилишина
39631,Віталія Сапила
39648,"""Здоров'я-2"" обслуговуючий кооператив"
39667,Полунична
39681,Івана-Теодозія Куровця
39682,Цитадельна
39683,Ангелів
39684,Старосольських
39685,СГТ Зірка
39691,Виговського-Любінська
39708,Кос-Анатольського
39719,Івана Федоровича
39819,Запашна
39821,Грабова
39835,Богдана Хмельницького
39862,"Купчинського СГК ""Львівський"""
39863,Генерала Сергія Кульчицького
39922,"""Енергетик"""
40280,1-й Клепарівський
40281,Лемкіна Рафаеля
40298,"""Голоско"", КСТ ""Ветеран"""
40299,"""Ветеран"""
40301,Приозерний Голоско
40302,"""Приозерне"""
